"sale_date";"sale_time";"customer_id";"gender";"age";"category";"quantiy";"price_per_unit";"cogs";"total_sale"
"2023-03-05";"06:14:00";76;"Male";34;"Clothing";3;50;22;150
"2023-11-30";"08:15:00";8;"Male";57;"Clothing";1;500;190;500
"2023-01-12";"09:40:00";21;"Male";57;"Clothing";1;500;175;500
"2023-06-19";"06:21:00";114;"Female";57;"Clothing";1;500;125;500
"2023-10-30";"07:47:00";93;"Male";59;"Clothing";1;25;7;25
"2023-02-20";"09:03:00";28;"Female";57;"Clothing";1;500;180;500
"2023-04-10";"06:08:00";148;"Male";59;"Clothing";1;25;12;25
"2023-07-06";"06:24:00";38;"Male";46;"Clothing";2;25;13;50
"2023-09-01";"09:11:00";127;"Female";60;"Clothing";3;50;28;150
"2023-12-22";"11:42:00";71;"Female";37;"Clothing";4;25;14;100
"2023-06-09";"10:09:00";15;"Male";46;"Clothing";2;25;12;50
"2023-11-19";"09:36:00";1;"Female";60;"Clothing";3;50;26;150
"2023-07-19";"06:19:00";28;"Female";37;"Clothing";4;25;7;100
"2023-08-04";"11:38:00";8;"Male";19;"Electronics";2;500;230;1000
"2023-09-11";"07:48:00";144;"Male";19;"Electronics";2;500;210;1000
"2023-06-30";"11:07:00";24;"Female";60;"Clothing";4;25;13;100
"2023-05-04";"11:52:00";151;"Male";36;"Clothing";3;300;135;900
"2023-05-05";"09:33:00";109;"Male";54;"Clothing";3;25;13;75
"2023-02-16";"11:02:00";96;"Female";60;"Clothing";4;25;11;100
"2023-08-10";"09:39:00";142;"Male";36;"Clothing";3;300;147;900
"2023-01-16";"10:18:00";53;"Male";54;"Clothing";3;25;8;75
"2023-10-22";"11:54:00";21;"Female";57;"Clothing";4;30;14;120
"2023-12-01";"09:22:00";35;"Male";51;"Clothing";3;500;160;1500
"2023-01-20";"11:29:00";1;"Female";57;"Clothing";4;30;10;120
"2023-09-16";"11:53:00";112;"Male";51;"Clothing";3;500;265;1500
"2023-06-09";"06:08:00";75;"Female";39;"Electronics";1;30;8;30
"2023-04-28";"09:58:00";39;"Female";57;"Clothing";2;25;7;50
"2023-07-27";"09:29:00";22;"Female";39;"Electronics";1;30;9;30
"2023-01-06";"06:14:00";48;"Female";57;"Clothing";2;25;12;50
"2023-12-26";"08:59:00";25;"Male";44;"Electronics";2;300;141;600
"2023-01-25";"10:02:00";23;"Female";31;"Electronics";4;25;13;100
"2023-08-16";"06:32:00";133;"Male";23;"Clothing";4;300;87;1200
"2023-03-01";"09:35:00";132;"Male";25;"Clothing";3;50;24;150
"2023-01-22";"08:08:00";14;"Female";35;"Beauty";3;300;165;900
"2023-07-02";"08:41:00";93;"Male";44;"Electronics";2;300;81;600
"2023-06-02";"06:38:00";103;"Female";31;"Electronics";4;25;12;100
"2023-12-07";"07:04:00";33;"Male";23;"Clothing";4;300;81;1200
"2023-03-02";"10:24:00";119;"Male";25;"Clothing";3;50;16;150
"2023-06-14";"10:13:00";61;"Female";35;"Beauty";3;300;102;900
"2023-02-25";"11:39:00";147;"Male";38;"Beauty";4;50;26;200
"2023-12-16";"10:03:00";11;"Female";55;"Beauty";3;500;140;1500
"2023-07-12";"08:45:00";63;"Female";41;"Clothing";2;300;135;600
"2023-05-23";"07:12:00";122;"Male";28;"Clothing";4;300;75;1200
"2023-12-30";"09:09:00";11;"Male";38;"Beauty";4;50;21;200
"2023-06-04";"09:22:00";10;"Female";55;"Beauty";3;500;170;1500
"2023-06-24";"06:47:00";110;"Female";41;"Clothing";2;300;156;600
"2023-11-10";"06:46:00";13;"Male";28;"Clothing";4;300;144;1200
"2023-07-01";"06:58:00";104;"Male";64;"Beauty";2;500;195;1000
"2023-10-29";"06:56:00";9;"Male";39;"Beauty";2;50;27;100
"2023-03-24";"08:53:00";64;"Female";46;"Beauty";3;30;8;90
"2023-09-03";"08:44:00";51;"Male";60;"Clothing";1;50;13;50
"2023-07-27";"09:58:00";16;"Female";53;"Clothing";3;50;19;150
"2023-06-29";"11:06:00";30;"Male";64;"Beauty";2;500;160;1000
"2023-12-10";"07:49:00";60;"Male";39;"Beauty";2;50;25;100
"2023-09-06";"09:13:00";68;"Female";46;"Beauty";3;30;14;90
"2023-08-19";"10:10:00";22;"Male";60;"Clothing";1;50;22;50
"2023-08-31";"11:59:00";41;"Female";53;"Clothing";3;50;16;150
"2023-12-24";"07:40:00";33;"Female";50;"Electronics";2;50;21;100
"2023-04-27";"10:56:00";127;"Male";49;"Clothing";4;50;27;200
"2023-03-08";"10:21:00";136;"Male";32;"Clothing";3;50;13;150
"2023-05-09";"06:15:00";60;"Female";21;"Beauty";3;500;230;1500
"2023-04-12";"06:52:00";32;"Female";50;"Electronics";2;50;19;100
"2023-10-16";"11:59:00";27;"Male";49;"Clothing";4;50;15;200
"2023-06-25";"10:34:00";30;"Male";32;"Clothing";3;50;13;150
"2023-07-22";"11:26:00";50;"Female";21;"Beauty";3;500;150;1500
"2023-03-24";"08:40:00";30;"Male";45;"Beauty";2;50;27;100
"2023-12-13";"08:11:00";137;"Male";23;"Electronics";3;50;13;150
"2023-02-20";"09:19:00";89;"Male";45;"Beauty";2;50;15;100
"2023-12-12";"11:32:00";114;"Male";23;"Electronics";3;50;25;150
"2023-09-09";"07:33:00";70;"Female";22;"Electronics";2;50;15;100
"2023-04-14";"06:31:00";152;"Female";55;"Electronics";1;500;235;500
"2023-07-18";"10:33:00";21;"Female";18;"Beauty";2;500;265;1000
"2023-11-07";"08:46:00";47;"Female";40;"Clothing";1;25;11;25
"2023-07-14";"11:09:00";99;"Female";22;"Electronics";2;50;15;100
"2023-07-15";"08:46:00";139;"Female";55;"Electronics";1;500;235;500
"2023-05-01";"08:43:00";63;"Female";18;"Beauty";2;500;180;1000
"2023-11-02";"11:04:00";13;"Female";40;"Clothing";1;25;12;25
"2023-01-25";"06:24:00";61;"Female";34;"Clothing";4;300;120;1200
"2023-07-30";"10:58:00";104;"Male";30;"Clothing";4;30;10;120
"2023-07-31";"09:56:00";140;"Male";34;"Electronics";2;50;19;100
"2023-11-13";"06:56:00";89;"Female";34;"Clothing";4;300;144;1200
"2023-09-24";"09:58:00";70;"Male";30;"Clothing";4;30;11;120
"2023-06-10";"08:36:00";2;"Male";34;"Electronics";2;50;17;100
"2023-10-09";"09:24:00";89;"Female";23;"Clothing";3;30;15;90
"2023-06-26";"07:59:00";14;"Male";27;"Beauty";1;500;125;500
"2023-01-24";"11:24:00";8;"Female";23;"Clothing";3;30;11;90
"2023-08-23";"07:26:00";44;"Male";27;"Beauty";1;500;230;500
"2023-12-12";"10:29:00";14;"Male";60;"Clothing";2;50;23;100
"2023-07-28";"11:54:00";26;"Male";60;"Clothing";2;50;23;100
"2023-02-16";"08:31:00";122;"Male";56;"Clothing";1;500;185;500
"2023-09-14";"07:00:00";6;"Male";56;"Clothing";1;500;155;500
"2023-01-09";"07:41:00";145;"Female";56;"Clothing";4;50;20;200
"2023-08-21";"10:48:00";63;"Female";56;"Clothing";4;50;26;200
"2023-03-20";"06:17:00";106;"Male";24;"Clothing";4;300;81;1200
"2023-01-29";"08:46:00";42;"Male";24;"Clothing";4;300;99;1200
"2023-08-26";"10:04:00";71;"Male";63;"Electronics";4;300;132;1200
"2023-02-13";"06:28:00";61;"Female";39;"Beauty";4;300;120;1200
"2023-11-22";"07:18:00";30;"Male";33;"Beauty";4;500;195;2000
"2023-11-13";"10:42:00";124;"Male";63;"Electronics";4;300;114;1200
"2023-08-23";"11:37:00";135;"Female";39;"Beauty";4;300;105;1200
"2023-02-12";"10:48:00";109;"Male";33;"Beauty";4;500;210;2000
"2023-01-28";"11:42:00";32;"Male";34;"Clothing";4;500;225;2000
"2023-02-22";"11:52:00";40;"Female";43;"Electronics";3;50;16;150
"2023-07-22";"11:00:00";31;"Male";43;"Electronics";3;50;23;150
"2023-10-01";"06:27:00";96;"Male";58;"Beauty";1;300;111;300
"2023-07-19";"07:45:00";65;"Male";34;"Clothing";4;500;245;2000
"2023-04-17";"09:36:00";131;"Female";43;"Electronics";3;50;26;150
"2023-04-08";"08:30:00";152;"Male";43;"Electronics";3;50;18;150
"2023-08-29";"06:07:00";26;"Male";58;"Beauty";1;300;102;300
"2023-11-17";"09:35:00";76;"Female";37;"Clothing";3;500;240;1500
"2023-07-02";"07:19:00";37;"Female";42;"Clothing";2;30;12;60
"2023-11-26";"06:55:00";13;"Female";56;"Beauty";2;30;15;60
"2023-08-24";"09:15:00";116;"Female";37;"Clothing";3;500;255;1500
"2023-12-28";"07:29:00";4;"Female";42;"Clothing";2;30;11;60
"2023-04-14";"06:53:00";102;"Female";56;"Beauty";2;30;13;60
"2023-01-09";"06:43:00";24;"Male";41;"Electronics";3;300;99;900
"2023-11-05";"10:20:00";54;"Female";35;"Clothing";4;300;90;1200
"2023-12-22";"06:11:00";81;"Male";41;"Electronics";3;300;105;900
"2023-07-29";"06:39:00";93;"Female";35;"Clothing";4;300;75;1200
"2023-04-24";"11:28:00";138;"Male";58;"Electronics";4;300;105;1200
"2023-12-04";"10:02:00";146;"Male";58;"Electronics";4;300;123;1200
"2023-10-15";"11:44:00";19;"Male";48;"Clothing";1;30;15;30
"2023-03-05";"11:34:00";2;"Male";43;"Clothing";2;500;260;1000
"2023-10-15";"07:37:00";1;"Male";52;"Clothing";4;30;8;120
"2023-08-20";"08:54:00";3;"Female";47;"Clothing";4;25;9;100
"2023-01-10";"08:42:00";2;"Female";18;"Electronics";4;300;162;1200
"2023-01-20";"07:08:00";4;"Male";48;"Clothing";1;30;8;30
"2023-03-02";"08:48:00";5;"Male";43;"Clothing";2;500;250;1000
"2023-05-23";"10:26:00";2;"Male";52;"Clothing";4;30;16;120
"2023-02-21";"08:46:00";2;"Female";47;"Clothing";4;25;7;100
"2023-07-28";"07:14:00";5;"Female";18;"Electronics";4;300;123;1200
"2023-07-07";"11:47:00";4;"Male";21;"Beauty";4;50;20;200
"2023-04-14";"07:12:00";4;"Female";23;"Clothing";2;500;150;1000
"2023-12-02";"09:47:00";4;"Female";35;"Electronics";1;25;7;25
"2023-04-14";"07:00:00";4;"Female";51;"Clothing";2;30;16;60
"2023-12-11";"11:25:00";4;"Male";37;"Electronics";3;300;165;900
"2023-09-13";"11:39:00";1;"Male";20;"Electronics";1;50;24;50
"2023-09-18";"07:56:00";3;"Male";21;"Beauty";4;50;13;200
"2023-10-06";"09:01:00";2;"Female";23;"Clothing";2;500;185;1000
"2023-11-22";"08:58:00";4;"Female";35;"Electronics";1;25;9;25
"2023-01-13";"08:15:00";1;"Female";51;"Clothing";2;30;13;60
"2023-07-26";"11:51:00";1;"Male";37;"Electronics";3;300;147;900
"2023-10-01";"07:22:00";3;"Male";20;"Electronics";1;50;24;50
"2023-06-05";"09:23:00";5;"Male";19;"Clothing";1;30;13;30
"2023-08-02";"06:38:00";2;"Male";31;"Electronics";1;30;12;30
"2023-09-14";"11:48:00";1;"Male";19;"Clothing";1;30;14;30
"2023-11-29";"11:05:00";4;"Male";31;"Electronics";1;30;8;30
"2023-04-21";"11:35:00";1;"Male";57;"Clothing";2;25;12;50
"2023-09-29";"08:30:00";1;"Male";57;"Clothing";2;25;12;50
"2023-09-28";"07:05:00";4;"Female";35;"Clothing";4;30;15;120
"2023-11-15";"06:07:00";2;"Female";39;"Beauty";1;300;126;300
"2023-07-08";"07:11:00";5;"Female";36;"Beauty";2;500;145;1000
"2023-11-06";"09:04:00";2;"Female";40;"Clothing";2;25;7;50
"2023-04-01";"10:22:00";1;"Male";47;"Electronics";4;30;8;120
"2023-05-23";"08:40:00";5;"Female";35;"Clothing";4;30;8;120
"2023-05-17";"06:55:00";2;"Female";39;"Beauty";1;300;132;300
"2023-07-01";"06:30:00";5;"Female";36;"Beauty";2;500;145;1000
"2023-03-09";"06:48:00";2;"Female";40;"Clothing";2;25;8;50
"2023-03-31";"06:38:00";4;"Male";47;"Electronics";4;30;11;120
"2023-10-07";"08:50:00";2;"Male";37;"Electronics";4;50;19;200
"2023-07-24";"11:13:00";3;"Female";58;"Clothing";2;30;8;60
"2023-08-14";"07:30:00";3;"Male";54;"Beauty";2;50;17;100
"2023-03-10";"10:02:00";5;"Male";37;"Electronics";4;50;13;200
"2023-08-31";"09:18:00";1;"Female";58;"Clothing";2;30;14;60
"2023-09-28";"10:38:00";4;"Male";54;"Beauty";2;50;21;100
"2023-12-16";"07:58:00";5;"Female";49;"Beauty";4;50;25;200
"2023-12-22";"08:18:00";4;"Female";64;"Beauty";1;500;140;500
"2023-09-17";"09:34:00";5;"Female";49;"Beauty";4;50;27;200
"2023-08-28";"08:17:00";2;"Female";64;"Beauty";1;500;250;500
"2023-03-30";"11:10:00";2;"Female";38;"Clothing";1;300;84;300
"2023-11-22";"09:21:00";1;"Female";38;"Clothing";1;300;123;300
"2023-08-04";"10:13:00";4;"Male";62;"Beauty";1;25;13;25
"2023-02-23";"08:28:00";4;"Male";62;"Beauty";1;25;12;25
"2023-04-13";"10:15:00";1;"Male";34;"Beauty";1;300;96;300
"2023-04-01";"11:50:00";3;"Female";22;"Beauty";4;25;11;100
"2023-12-01";"06:35:00";2;"Female";59;"Beauty";2;25;11;50
"2023-11-09";"09:26:00";3;"Male";54;"Electronics";2;25;7;50
"2023-08-21";"06:45:00";1;"Male";34;"Beauty";1;300;117;300
"2023-06-22";"08:45:00";2;"Female";22;"Beauty";4;25;10;100
"2023-07-16";"08:52:00";1;"Female";59;"Beauty";2;25;10;50
"2023-11-26";"10:21:00";5;"Male";54;"Electronics";2;25;13;50
"2023-01-24";"09:38:00";5;"Female";27;"Beauty";3;25;14;75
"2023-04-15";"09:45:00";5;"Female";34;"Electronics";3;500;130;1500
"2023-08-06";"08:34:00";3;"Female";42;"Beauty";2;25;10;50
"2023-06-14";"06:56:00";3;"Male";61;"Clothing";3;50;20;150
"2023-06-21";"06:32:00";2;"Female";22;"Clothing";1;50;28;50
"2023-11-27";"11:47:00";2;"Female";40;"Clothing";3;300;84;900
"2023-07-08";"10:27:00";1;"Female";27;"Beauty";3;25;10;75
"2023-04-30";"21:34:00";2;"Female";34;"Electronics";3;500;185;1500
"2023-06-30";"21:48:00";3;"Female";42;"Beauty";2;25;10;50
"2023-09-15";"20:53:00";4;"Male";61;"Clothing";3;50;17;150
"2023-02-13";"17:19:00";3;"Female";22;"Clothing";1;50;24;50
"2023-03-05";"19:34:00";4;"Female";40;"Clothing";3;300;126;900
"2023-12-07";"20:05:00";4;"Female";48;"Electronics";2;25;13;50
"2023-10-05";"19:05:00";3;"Male";27;"Beauty";4;300;84;1200
"2023-10-27";"17:45:00";4;"Female";59;"Beauty";3;25;8;75
"2023-12-13";"18:33:00";5;"Male";31;"Clothing";4;500;185;2000
"2023-10-03";"22:49:00";1;"Male";57;"Clothing";1;50;19;50
"2023-04-26";"22:54:00";3;"Female";48;"Electronics";2;25;12;50
"2023-05-02";"19:51:00";1;"Male";27;"Beauty";4;300;120;1200
"2023-03-23";"22:03:00";3;"Female";59;"Beauty";3;25;8;75
"2023-06-18";"22:20:00";1;"Male";31;"Clothing";4;500;175;2000
"2023-11-01";"19:38:00";4;"Male";57;"Clothing";1;50;14;50
"2023-07-11";"22:44:00";5;"Male";23;"Clothing";4;30;9;120
"2023-04-29";"18:52:00";1;"Male";49;"Electronics";1;50;17;50
"2023-12-03";"20:01:00";1;"Male";23;"Clothing";4;30;14;120
"2023-02-25";"17:04:00";3;"Male";49;"Electronics";1;50;23;50
"2023-02-25";"21:08:00";3;"Female";27;"Clothing";4;25;13;100
"2023-02-01";"17:25:00";3;"Female";48;"Clothing";2;25;14;50
"2023-11-27";"20:07:00";1;"Female";58;"Clothing";3;25;7;75
"2023-09-05";"18:41:00";2;"Female";27;"Clothing";4;25;12;100
"2023-07-21";"17:11:00";1;"Female";48;"Clothing";2;25;12;50
"2023-05-23";"21:47:00";2;"Female";58;"Clothing";3;25;8;75
"2023-12-11";"22:34:00";3;"Female";43;"Beauty";1;500;150;500
"2023-04-09";"19:41:00";1;"Female";55;"Beauty";2;50;20;100
"2023-04-17";"17:42:00";1;"Female";21;"Beauty";2;300;75;600
"2023-03-26";"17:44:00";5;"Male";54;"Beauty";1;25;13;25
"2023-05-08";"17:23:00";2;"Female";52;"Clothing";3;30;11;90
"2023-05-12";"21:09:00";5;"Female";51;"Clothing";3;30;15;90
"2023-06-08";"17:12:00";1;"Male";41;"Beauty";3;500;270;1500
"2023-03-09";"18:09:00";1;"Female";43;"Beauty";1;500;250;500
"2023-07-06";"22:34:00";3;"Female";55;"Beauty";2;50;20;100
"2023-09-08";"21:46:00";1;"Female";21;"Beauty";2;300;156;600
"2023-12-04";"21:24:00";1;"Male";54;"Beauty";1;25;13;25
"2023-12-14";"21:58:00";4;"Female";52;"Clothing";3;30;10;90
"2023-01-07";"20:01:00";1;"Female";51;"Clothing";3;30;14;90
"2023-02-20";"18:21:00";1;"Male";41;"Beauty";3;500;130;1500
"2023-12-03";"17:24:00";3;"Male";43;"Clothing";4;30;16;120
"2023-11-12";"22:40:00";4;"Female";30;"Electronics";2;25;11;50
"2023-01-08";"21:59:00";3;"Male";43;"Clothing";4;30;16;120
"2023-05-26";"22:33:00";4;"Female";30;"Electronics";2;25;10;50
"2023-11-15";"22:16:00";2;"Female";45;"Beauty";1;30;15;30
"2023-02-06";"17:25:00";2;"Male";55;"Clothing";1;30;8;30
"2023-02-05";"18:24:00";5;"Male";41;"Clothing";2;50;26;100
"2023-10-29";"19:23:00";2;"Female";45;"Beauty";1;30;14;30
"2023-03-05";"19:53:00";1;"Male";55;"Clothing";1;30;9;30
"2023-11-12";"21:33:00";1;"Male";41;"Clothing";2;50;16;100
"2023-01-07";"18:56:00";4;"Male";51;"Clothing";4;30;11;120
"2023-10-18";"17:54:00";5;"Male";38;"Electronics";2;30;14;60
"2023-07-02";"17:58:00";1;"Male";45;"Beauty";3;30;13;90
"2023-09-17";"18:15:00";3;"Male";51;"Clothing";4;30;11;120
"2023-06-25";"21:29:00";4;"Male";38;"Electronics";2;30;13;60
"2023-05-15";"17:34:00";3;"Male";45;"Beauty";3;30;10;90
"2023-06-18";"22:49:00";3;"Female";45;"Electronics";1;30;9;30
"2023-08-12";"18:57:00";3;"Female";28;"Clothing";4;300;141;1200
"2023-07-27";"22:14:00";3;"Female";51;"Beauty";4;50;14;200
"2023-10-06";"18:11:00";4;"Female";45;"Electronics";1;30;8;30
"2023-02-10";"22:22:00";1;"Female";28;"Clothing";4;300;114;1200
"2023-07-27";"21:44:00";5;"Female";51;"Beauty";4;50;19;200
"2023-04-17";"21:34:00";5;"Female";47;"Beauty";2;25;7;50
"2023-04-03";"20:26:00";4;"Female";59;"Electronics";2;30;11;60
"2023-04-01";"22:18:00";5;"Female";54;"Clothing";1;25;7;25
"2023-08-21";"18:04:00";5;"Female";47;"Beauty";2;25;7;50
"2023-06-24";"21:37:00";5;"Female";59;"Electronics";2;30;11;60
"2023-08-09";"18:19:00";4;"Female";54;"Clothing";1;25;9;25
"2023-07-29";"18:46:00";2;"Female";38;"Beauty";2;500;270;1000
"2023-02-18";"20:31:00";1;"Female";26;"Clothing";2;30;8;60
"2023-11-08";"18:45:00";1;"Female";30;"Clothing";3;300;165;900
"2023-09-23";"20:27:00";2;"Female";38;"Beauty";2;500;160;1000
"2023-07-09";"21:45:00";2;"Female";26;"Clothing";2;30;11;60
"2023-05-26";"18:18:00";2;"Female";30;"Clothing";3;300;129;900
"2023-09-06";"19:13:00";5;"Female";47;"Electronics";2;25;13;50
"2023-11-14";"22:44:00";1;"Female";56;"Beauty";3;25;9;75
"2023-03-04";"22:38:00";4;"Female";41;"Clothing";1;30;10;30
"2023-07-06";"19:13:00";4;"Female";47;"Electronics";2;25;13;50
"2023-10-13";"19:05:00";2;"Female";56;"Beauty";3;25;7;75
"2023-12-10";"22:18:00";5;"Female";41;"Clothing";1;30;15;30
"2023-08-22";"17:56:00";1;"Male";38;"Clothing";1;500;275;500
"2023-06-06";"21:49:00";3;"Female";24;"Clothing";1;25;14;25
"2023-10-31";"17:05:00";4;"Female";34;"Beauty";2;50;21;100
"2023-07-21";"19:56:00";2;"Male";38;"Clothing";1;500;225;500
"2023-10-05";"20:00:00";2;"Female";24;"Clothing";1;25;7;25
"2023-11-16";"20:00:00";2;"Female";34;"Beauty";2;50;21;100
"2023-10-01";"18:28:00";1;"Male";21;"Clothing";1;25;8;25
"2023-05-27";"19:04:00";4;"Male";50;"Electronics";3;30;10;90
"2023-05-01";"23:00:00";2;"Male";40;"Beauty";1;50;19;50
"2023-11-27";"18:32:00";5;"Male";21;"Clothing";1;25;11;25
"2023-07-01";"18:52:00";3;"Male";50;"Electronics";3;30;14;90
"2023-01-25";"19:42:00";4;"Male";40;"Beauty";1;50;22;50
"2023-08-31";"18:50:00";3;"Male";40;"Clothing";3;25;9;75
"2023-05-18";"18:57:00";4;"Female";40;"Electronics";3;25;8;75
"2023-05-26";"21:02:00";3;"Male";38;"Clothing";3;30;14;90
"2023-07-26";"20:33:00";2;"Male";42;"Beauty";1;30;8;30
"2023-12-28";"18:39:00";3;"Male";47;"Beauty";1;30;12;30
"2023-06-04";"22:43:00";2;"Male";40;"Clothing";3;25;11;75
"2023-03-20";"19:14:00";3;"Female";40;"Electronics";3;25;12;75
"2023-01-18";"19:43:00";1;"Male";38;"Clothing";3;30;16;90
"2023-05-07";"19:55:00";2;"Male";42;"Beauty";1;30;9;30
"2023-02-19";"20:20:00";3;"Male";47;"Beauty";1;30;13;30
"2023-01-25";"17:56:00";2;"Female";60;"Beauty";3;30;11;90
"2023-06-25";"19:33:00";5;"Male";32;"Clothing";2;25;13;50
"2023-05-14";"22:29:00";3;"Male";21;"Beauty";2;500;155;1000
"2023-09-29";"21:00:00";4;"Female";60;"Beauty";3;30;11;90
"2023-07-21";"22:42:00";1;"Male";32;"Clothing";2;25;12;50
"2023-05-29";"18:39:00";2;"Male";21;"Beauty";2;500;190;1000
"2023-05-05";"17:37:00";1;"Male";54;"Electronics";1;300;84;300
"2023-06-13";"20:19:00";2;"Male";22;"Electronics";1;50;20;50
"2023-05-15";"19:19:00";3;"Female";56;"Electronics";2;500;155;1000
"2023-02-25";"19:10:00";3;"Male";63;"Clothing";4;30;9;120
"2023-07-06";"18:16:00";4;"Male";24;"Electronics";1;50;23;50
"2023-12-30";"20:18:00";5;"Male";54;"Electronics";1;300;117;300
"2023-10-19";"19:52:00";2;"Male";22;"Electronics";1;50;27;50
"2023-01-02";"19:45:00";3;"Female";56;"Electronics";2;500;190;1000
"2023-01-24";"20:19:00";4;"Male";63;"Clothing";4;30;13;120
"2023-08-17";"22:38:00";5;"Male";24;"Electronics";1;50;20;50
"2023-09-05";"22:10:00";3;"Male";30;"Beauty";2;50;24;100
"2023-09-10";"17:53:00";3;"Female";51;"Electronics";1;30;14;30
"2023-08-30";"22:26:00";2;"Male";56;"Electronics";2;300;102;600
"2023-01-18";"22:05:00";2;"Male";35;"Electronics";2;30;13;60
"2023-02-17";"22:49:00";1;"Male";49;"Electronics";4;50;24;200
"2023-08-12";"20:38:00";2;"Male";30;"Beauty";2;50;18;100
"2023-02-18";"19:54:00";4;"Female";51;"Electronics";1;30;8;30
"2023-02-09";"19:45:00";3;"Male";56;"Electronics";2;300;159;600
"2023-02-24";"22:39:00";5;"Male";35;"Electronics";2;30;14;60
"2023-05-13";"21:31:00";1;"Male";49;"Electronics";4;50;22;200
"2023-03-31";"19:35:00";4;"Male";60;"Beauty";1;50;13;50
"2023-11-27";"21:01:00";3;"Male";39;"Beauty";2;300;111;600
"2023-01-20";"17:06:00";5;"Male";31;"Clothing";4;50;19;200
"2023-12-25";"20:05:00";3;"Female";51;"Electronics";4;30;13;120
"2023-05-23";"18:02:00";1;"Male";40;"Electronics";1;25;7;25
"2023-03-02";"19:32:00";4;"Male";60;"Beauty";1;50;27;50
"2023-09-14";"22:57:00";5;"Male";39;"Beauty";2;300;114;600
"2023-01-30";"22:10:00";1;"Male";31;"Clothing";4;50;21;200
"2023-06-10";"19:44:00";5;"Female";51;"Electronics";4;30;14;120
"2023-07-07";"21:49:00";4;"Male";40;"Electronics";1;25;9;25
"2023-09-26";"20:24:00";1;"Female";22;"Beauty";1;50;15;50
"2023-06-01";"20:08:00";3;"Female";18;"Electronics";1;500;165;500
"2023-01-30";"22:41:00";4;"Female";48;"Clothing";3;500;240;1500
"2023-03-21";"19:24:00";4;"Male";18;"Beauty";3;25;9;75
"2023-11-06";"20:59:00";4;"Male";63;"Electronics";3;25;7;75
"2023-08-08";"20:15:00";2;"Male";62;"Electronics";4;500;235;2000
"2023-06-20";"20:39:00";1;"Female";22;"Beauty";1;50;26;50
"2023-10-14";"20:15:00";1;"Female";18;"Electronics";1;500;130;500
"2023-08-06";"17:41:00";3;"Female";48;"Clothing";3;500;185;1500
"2023-12-08";"17:22:00";3;"Male";18;"Beauty";3;25;13;75
"2023-02-03";"22:48:00";5;"Male";63;"Electronics";3;25;8;75
"2023-07-27";"20:48:00";5;"Male";62;"Electronics";4;500;165;2000
"2023-07-03";"20:39:00";5;"Male";18;"Clothing";2;30;10;60
"2023-05-10";"19:40:00";1;"Male";48;"Beauty";4;25;10;100
"2023-08-20";"20:43:00";5;"Male";40;"Electronics";1;500;245;500
"2023-08-11";"22:04:00";2;"Male";18;"Clothing";2;30;11;60
"2023-11-22";"21:28:00";4;"Male";48;"Beauty";4;25;11;100
"2023-09-20";"17:54:00";3;"Male";40;"Electronics";1;500;200;500
"2023-09-30";"18:49:00";1;"Male";54;"Clothing";4;500;165;2000
"2023-01-12";"17:54:00";1;"Male";54;"Clothing";4;50;26;200
"2023-12-19";"17:41:00";3;"Male";54;"Clothing";4;500;195;2000
"2023-12-21";"19:58:00";5;"Male";54;"Clothing";4;50;13;200
"2023-07-31";"17:01:00";2;"Female";40;"Clothing";1;30;16;30
"2023-05-18";"20:03:00";3;"Female";40;"Clothing";1;30;13;30
"2023-04-23";"18:30:00";1;"Male";64;"Clothing";4;25;7;100
"2023-07-22";"18:19:00";3;"Male";64;"Clothing";4;25;8;100
"2023-08-01";"19:47:00";4;"Female";62;"Beauty";4;50;27;200
"2023-09-30";"21:20:00";1;"Male";47;"Electronics";2;300;153;600
"2023-12-20";"18:13:00";5;"Female";62;"Beauty";4;50;24;200
"2023-06-28";"17:06:00";4;"Male";47;"Electronics";2;300;102;600
"2023-03-18";"21:35:00";5;"Male";31;"Electronics";1;500;270;500
"2023-06-28";"20:21:00";2;"Male";39;"Electronics";2;30;9;60
"2023-06-23";"17:10:00";5;"Female";52;"Clothing";1;500;145;500
"2023-09-04";"21:59:00";3;"Male";31;"Electronics";1;500;235;500
"2023-01-31";"18:00:00";1;"Male";39;"Electronics";2;30;14;60
"2023-01-21";"22:42:00";3;"Female";52;"Clothing";1;500;215;500
"2023-08-11";"19:00:00";3;"Female";40;"Electronics";2;30;12;60
"2023-02-28";"18:26:00";3;"Female";47;"Beauty";3;500;185;1500
"2023-06-11";"18:28:00";2;"Female";55;"Electronics";4;30;16;120
"2023-12-11";"21:04:00";1;"Female";40;"Electronics";2;30;11;60
"2023-04-07";"20:53:00";1;"Female";47;"Beauty";3;500;245;1500
"2023-12-02";"22:15:00";1;"Female";55;"Electronics";4;30;10;120
"2023-10-06";"17:34:00";2;"Male";54;"Electronics";3;300;123;900
"2023-03-13";"20:07:00";3;"Female";30;"Electronics";4;500;270;2000
"2023-03-12";"21:33:00";4;"Male";56;"Clothing";2;500;175;1000
"2023-03-22";"22:09:00";4;"Female";18;"Beauty";1;30;14;30
"2023-10-12";"18:32:00";4;"Female";32;"Beauty";1;300;132;300
"2023-01-29";"18:21:00";4;"Female";64;"Beauty";1;30;12;30
"2023-02-23";"21:17:00";5;"Female";48;"Clothing";2;300;114;600
"2023-07-25";"20:04:00";3;"Male";62;"Electronics";4;50;25;200
